Title,Director,Cast,Genre,Notes
Muflis Ashiq,J. J. Madan,"Vithaldas Panchotia, Mukhtar Begum, Shaila, Dhannubhai, Vilayat Hussain, Abbas",Social,"Madan Theatres Ltd. Music: Nagar Das Nayak
Lyrics:"
Navachetan,G. R. Sethi,"Kamla, Badri Prasad, Sushila, Haridas, Haidar Shah",Social,"Krishna Music: Madhavlal Master
Lyrics: G. R. Sethi"
Nek Abla,Rustom Poonawala,"Mushtari, Ghulam Mohammed, Phirojshah Mistry, Jamshedji Khansaheb, Hadi",Social,"Imperial Film Company. Music:
Lyrics:"
Niti Vijay,Moti Gidwani,"Ghulam Mohammed, Zohrajan, Khalil, Mushtari, Jillobai, Hadi, Kamla",Costume,Imperial Film Company.
Pak Daman Raqasa,B. R. Oberoi,"Mukhtar Ahmed, Najju Begum, Sajjad Sarwar",Social,"Elephanta M Music:
Lyrics:"
Parwana,H. E. Khateeb,"Padma, Nure Watan, Kamla Kumari, Ram Kunwar, Rahim, Allavally, Shubi, A. Isaq, Agha, Kesari Singh",,New Western India Film Company. Silent Film.
Pati Bhakti,,"Patience Cooper, Master Mohan, Jahanara Kajjan, Rosy, Surajram, Narbada Shankar",Social,Madan Theatres Ltd. Music: Master Mohan
Pavitra Ganga,J. K. Nanda,"Nalini Tarkhud, Nambiar, Hiralal, Inder",Social,Oriental Pictures. Music: Rafiq Ghaznavi
Prahlad,Priyanath Ganguly,"Kanan Devi, Ahindra Choudhury, Niharbala, Jaynarayan Mukhopadhyay, Mrinalkanti Ghosh, Dhiren Das, Shanti Gupta, Kunjalal Chakraborty",Devotional,Madan Theatres Ltd.
Radha Rani,Chandulal Shah,"E. Billimoria, Gohar Mamajiwala, Baburao Sansare, Keki Adjania, Bhagwandas",Costume,"Ranjit Studios. Music: Jhande Khan
Lyrics: Narayan Prasad Betab"
Radhe Shyam,"A. P. Kapoor, R. L. Shorey","Master Mohan, Radha, Sunita Devi, D. N. Madhok, Gangaprasad Pathak, Phool Kumari, Jamuna, J. N. Dar",Religious,"Kamla Movies. Music: Bannekhan, Nawabkhan
Lyrics:D. N. Madhok"
Ras Vilas,Nagendra Majumdar,"Gohar Karnataki, Mohini, Anant Damle, Panna, Athavale, Lallubhai, Hanumant Rao",Mythology,"Sharda Movietone. Music: Lallubhai Nayak
Lyrics:"
Roshanara,G. R. Sethi,"Haidar Shah, Tarabai, Khan, Rafiq Ghaznavi",Costume,Bharat Movietone. Music: Master Mohammed
Sati Madalsa,B. P. Misra,"D. Billimoria, Ermiline, Hadi",Mythology,Imperial Film Company.
Sati Savitri,Chandulal Shah,"Gohar Mamajiwala, Tarabai, Kamla, Baburao Sansare, Zafar Khan, Keki Adjania, Ghory, Bhagwandas, Shanta",Mythology,"Ranjit Studios. Music: Jhande Khan
Lyrics: Nrayan Prasad Betab"
Sati Sone,Madanrai Vakil,"Jamshedji, Mushtari, Boman Shah, Khansaheb, Jilloobai, Hadi, Mukunda",Mythology,"Imperial Film Company. Music: Pransukh Nayak
Lyrics:"
Sassi Punnu,"S. R. Apte, Chimanlal Luhar","Baburao Apte, Shivrani Ghosh, Majid, Lobo, Nandram, Athavale, Majumdar, Bhagwandas, Himmatwala, Sushila","Legend, Romance","Sharda Movietone. Music: B. R. Devdhar
Lyrics: Pandit Ugra"
Sheil Bala,Chandulal Shah,"Gohar Mamajiwala, Bhagwandas, Tarabai, Kamla, Baburao Sansare, Zafar Khan, Keki Adjania, Ghory, Shanta, Gangaprasad Pathak",Costume,"Ranjit Studios. Music: Jhande Khan
Lyrics:"
Shikari,Naval Gandhi,"P. Jairaj, Sita Devi, Jagdish Sethi, Shahzadi, Jal Khambata, Lovji Lavangia, B. Khan, Udwadia",Social,"Eastern Film Ltd. Music: B. R. Devdhar
Lyrics: Munshi Dil"
Shravan Kumar,A. R. Kabuli,"Yusuf Effendi, Panna, A. R. Kabuli, Mukhtar Begum",Mythology,Madan Theatres Ltd. Music: Nagar Das Nayak
Shyam Sunder,Bhal G. Pendharkar,"Shahu Modak, Shanta Apte, Raja Sandow, Hirabai, Baburao Apte",Mythology,"Music: Baburao Ketkar
Lyrics: Munshi Aziz"
Subah Ka Sitara,Premankur Atorthy,"K. L. Saigal, Rattanbai, Mazhar Khan, A. M. Shiraji, Sheela, Ansari, Siddiqui, Ali Mir",Costume,"New Theatres. Music: R. C. Boral
Lyrics: Arzu Lucknavi"
Subhadra Haran,Prafulla Ghosh,"Zubeida, Master Bachchu, Yakub, Sankatha Prasad, Jal Merchant, Khatoon, Shivram",Mythology,"Sagar Movietone. Music:
Lyrics:"
Toofan Mail,JBH Wadia,"Yashwant Dave, Padma, Narayan Pai, Adi Patel, Manchi Thuthi, JBH Wadia",Action,Wadia Brothers. Silent film.
Vanarsena,Homi Master,"Padma, Vasantrao Pahelwan, Inamdar",,Jayant Pictures. Silent film.
Vanraj Kesari,Harshadrai Mehta,"Navinchandra, Padma, Vasant Bhandari, Baburao Apte, Bhim, Bhagwandas, Lobo",Action,Mehta Luhar Productions. Silent film.
Veer Kunal a.k.a. Son Of Ashoka,"M. Bhavnani, G. Deware","Mubarak, Sunalini Devi, Mehtab, Ashraf Khan, Zahiruddin, Miss Iqbal, Zafar Khan","Historical, Drama","Indian Art Production. Music:
Lyrics: Munshi Abbas Ali"
Zarina,Ezra Mir,"Zubeida, Jal Merchant, Yakub, Baburao, Nayampally, Sanhatha Prasad, Charlie",Costume,"Music: S. P. Rane
Lyrics:"
Zinda Lash,Premankur Atorthy,"K. L. Saigal, Mahajabeen, Rani, Bikram Kapoor, Ansari, Hafisji,Hamid, Siddiqui",Costume,"New Theatres. Music: R. C. Boral
Lyrics:"
