Title,Director,Cast,Genre,Notes
Sea Goddess a.k.a. Dariani Devangana,Dhirubhai Desai,"Padma Devi, Zebunissa, Chandra Rao Kadam, Pawar, Ata Mohammed",Fantasy,Saroj Film Company. Silent
Shakuntala 1,J. J. Madan,"Master Nissar, Jehanara Kajjan, Shehla, Nawab, Sharifa",Mythology,"Talkie. Madan Theatres Ltd. Music: Brijlal Sharma
Lyrics:"
Shakuntala 2,M. Bhavnani,"Zebunissa, Ashraf Khan, Zahiruddin, A. P. Kapoor, Najju Begum, Ranibala, Prabhashankar, Dinkar Bidkar",Mythology,"Talkie. Saroj Movietone. Music:
Lyrics: A. P. Kapoor"
Sher-E-Jawan a.k.a. Dashing Youth,"Ramakant, Gharekhan","Haider Shah, Rampyari, Charlie, Madhukar Gupte, Ghulam Hussain",,Krishna Film Company. Silent film.
Shirin Farhad,J. J. Madan,"Master Nissar, Jehanara Kajjan, Mohamed Hussain, Master Mohan, Sharifa, Abdul Rehman Kabuli","Legend, Romance","Talkie. Madan Theatres Ltd. Music: Brijlal Varma
Lyrics: Agha Hashar Kashmiri"
Shuri Sinha a.k.a. Lioness,Prafulla Ghosh,"Ram Pyari, Haider Shah, Rafiq Ghaznavi, Miss Sardar",,Krishna Film Company. Silent Film.
Third Wife,,,Social,Madan Theatres Ltd.
Toofan,Bhagwati Mishra,"Prithviraj Kapoor, Ermeline, Fali Merchant",,Sagar Movietone.
Toofani Taruni,Bhagwati Prasad Mishra,"Yakub, Ermeline, Jal Merchant, Laxmi",Action,Sagar Film Company.
Trapped a.k.a. Farebi Jaal,M. Bhavnani,"Durga Khote, Jal Khambata, Enakshi Rama Rau, Master Vasant, Sushila, Annapurna, Talpade",Social,"Talkie. Indian Art Productions. Music:
Lyrics: Vasant Amrit"
Veer Abhimanyu,Prafulla Ghosh,"Zubeida, Yakub, Jal Merchant, Baburao Sansare, Mehboob Khan, Sankatha Prasad, Jilloobai",Mythology,Sagar Movietone. Music: S. P. Rane
